po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating
PO502,Supplier_2,India,Packaging,23-12-2025,20-01-2026,20-01-2026,401,386,132.52,53140.520000000004,0.002,2,3.2
PO503,Supplier_11,France,Packaging,19-11-2025,30-11-2025,30-11-2025,416,399,58.18,24202.88,0.047,2,4.98
PO504,Supplier_1,Poland,Electronics,20-05-2025,03-06-2025,10-06-2025,435,426,174.46,75890.1,0.01,1,3.22
PO505,Supplier_50,China,Raw Material,16-06-2025,03-07-2025,04-07-2025,61,59,138.53,8450.33,0.059,1,4.41
PO506,Supplier_2,Poland,Mechanical,09-01-2026,02-02-2026,07-02-2026,333,309,13.49,4492.17,0.046,1,3.08
PO507,Supplier_13,Germany,Mechanical,25-07-2025,08-08-2025,15-08-2025,470,449,34.89,16398.3,0.061,3,4.25
PO508,Supplier_27,Germany,Packaging,01-01-2026,07-01-2026,07-01-2026,138,137,88.16,12166.08,0.013,1,2.53
PO509,Supplier_32,Germany,Mechanical,22-02-2026,14-03-2026,16-03-2026,88,61,157.72,13879.36,0.067,3,2.94
PO510,Supplier_27,India,Raw Material,15-01-2026,13-02-2026,18-02-2026,243,215,163.14,39643.02,0.059,3,3.91
PO511,Supplier_24,France,Mechanical,20-01-2026,07-02-2026,12-02-2026,406,389,34.22,13893.32,0.08,1,3.52
PO512,Supplier_6,Poland,Electronics,16-12-2025,24-12-2025,29-12-2025,255,240,198.94,50729.7,0.061,0,4.59
PO513,Supplier_20,India,Mechanical,26-03-2026,02-04-2026,09-04-2026,414,388,25.52,10565.28,0.092,4,4.08
PO514,Supplier_14,Poland,Packaging,03-09-2025,24-09-2025,27-09-2025,136,123,34.2,4651.200000000001,0.013,3,4.81
PO515,Supplier_47,Poland,Mechanical,17-03-2026,26-03-2026,29-03-2026,332,313,132.53,43999.96,0.029,2,2.5
PO516,Supplier_31,China,Electronics,12-08-2025,04-09-2025,09-09-2025,487,458,112.66,54865.42,0.085,2,4.56
PO517,Supplier_5,Germany,Electronics,07-04-2026,17-04-2026,24-04-2026,458,437,136.59,62558.22,0.099,2,3.1
PO518,Supplier_1,Poland,Packaging,08-07-2025,04-08-2025,05-08-2025,472,458,195.59,92318.48,0.04,1,2.66
PO519,Supplier_20,China,Electronics,29-12-2025,23-01-2026,30-01-2026,178,162,102.92,18319.760000000002,0.086,4,4.24
PO520,Supplier_33,China,Packaging,21-04-2025,28-04-2025,01-05-2025,413,402,118.8,49064.4,0.026,3,3.56
PO521,Supplier_19,China,Electronics,31-01-2026,15-02-2026,18-02-2026,446,419,155.82,69495.72,0.031,4,4.49
PO522,Supplier_43,China,Packaging,03-10-2025,27-10-2025,27-10-2025,395,380,63.63,25133.850000000002,0.03,4,3.85
PO523,Supplier_20,China,Packaging,15-09-2025,26-09-2025,27-09-2025,317,303,113.43,35957.310000000005,0.023,1,3.24
PO524,Supplier_11,India,Raw Material,29-05-2025,21-06-2025,26-06-2025,479,460,68.48,32801.920000000006,0.061,0,4.94
PO525,Supplier_8,China,Packaging,30-05-2025,25-06-2025,02-07-2025,425,419,131.78,56006.5,0.047,0,4.25
PO526,Supplier_38,Poland,Raw Material,16-06-2025,09-07-2025,12-07-2025,470,457,149.15,70100.5,0.092,4,4.42
PO527,Supplier_4,China,Packaging,03-03-2026,24-03-2026,31-03-2026,415,390,88.33,36656.95,0.093,4,2.8
PO528,Supplier_28,China,Raw Material,29-03-2026,27-04-2026,27-04-2026,458,437,98.68,45195.44,0.008,2,4.15
PO529,Supplier_17,China,Packaging,10-11-2025,28-11-2025,03-12-2025,142,130,31.88,4526.96,0.088,2,2.5
PO530,Supplier_47,France,Packaging,09-06-2025,05-07-2025,07-07-2025,471,449,88.84,41843.64,0.073,0,4.89
PO531,Supplier_41,India,Mechanical,23-01-2026,21-02-2026,28-02-2026,430,413,86.28,37100.4,0.034,0,2.91
PO532,Supplier_34,Poland,Electronics,02-11-2025,10-11-2025,11-11-2025,267,264,114.95,30691.65,0.06,0,2.75
PO533,Supplier_8,France,Packaging,23-10-2025,15-11-2025,17-11-2025,483,464,25.06,12103.98,0.057,0,3.49
PO534,Supplier_29,China,Raw Material,09-01-2026,17-01-2026,20-01-2026,66,60,188.52,12442.320000000002,0.076,0,4.57
PO535,Supplier_30,China,Mechanical,04-08-2025,20-08-2025,22-08-2025,271,268,158.86,43051.060000000005,0.028,4,2.81
PO536,Supplier_26,India,Electronics,23-11-2025,03-12-2025,08-12-2025,93,86,162.32,15095.76,0.047,1,3.95
PO537,Supplier_37,Germany,Mechanical,29-11-2025,04-12-2025,04-12-2025,278,267,190.6,52986.799999999996,0.002,0,4.68
PO538,Supplier_12,France,Electronics,18-08-2025,02-09-2025,07-09-2025,166,152,125.97,20911.02,0.002,3,2.64
PO539,Supplier_3,China,Mechanical,07-05-2025,23-05-2025,28-05-2025,470,445,94.09,44222.3,0.005,1,3.6
PO540,Supplier_18,Poland,Electronics,20-10-2025,26-10-2025,29-10-2025,71,70,166.93,11852.03,0.063,0,3.61
PO541,Supplier_21,China,Packaging,22-01-2026,09-02-2026,16-02-2026,461,434,12.72,5863.92,0.048,1,2.96
PO542,Supplier_32,France,Raw Material,12-01-2026,21-01-2026,21-01-2026,102,76,53.09,5415.18,0.067,4,2.53
PO543,Supplier_3,China,Mechanical,17-11-2025,06-12-2025,07-12-2025,55,44,85.58,4706.9,0.051,2,4.71
PO544,Supplier_8,India,Packaging,24-01-2026,12-02-2026,14-02-2026,228,208,14.9,3397.2000000000003,0.055,4,4.99
PO545,Supplier_9,Poland,Mechanical,10-05-2025,27-05-2025,30-05-2025,376,362,157.78,59325.28,0.082,0,4.11
PO546,Supplier_1,India,Raw Material,20-09-2025,10-10-2025,15-10-2025,249,226,95.8,23854.2,0.094,0,2.82
PO547,Supplier_26,Germany,Packaging,25-10-2025,23-11-2025,30-11-2025,220,215,140.02,30804.4,0.095,1,4.82
PO548,Supplier_43,Poland,Mechanical,17-04-2026,16-05-2026,18-05-2026,228,205,88.05,20075.399999999998,0.049,3,3.95
PO549,Supplier_4,Germany,Mechanical,28-02-2026,20-03-2026,21-03-2026,459,452,114.47,52541.729999999996,0.096,4,3.09
PO550,Supplier_25,Poland,Mechanical,07-01-2026,29-01-2026,05-02-2026,387,386,121.66,47082.42,0.011,3,2.68
PO551,Supplier_50,Germany,Raw Material,07-01-2026,22-01-2026,23-01-2026,84,78,55.73,4681.32,0.087,4,3.06
PO552,Supplier_41,Germany,Raw Material,20-03-2026,04-04-2026,11-04-2026,263,241,13.17,3463.71,0.019,3,4.33
PO553,Supplier_28,Poland,Raw Material,10-02-2026,15-02-2026,16-02-2026,77,51,22.91,1764.07,0.018,4,4.23
PO554,Supplier_34,China,Packaging,31-07-2025,20-08-2025,25-08-2025,382,353,108.73,41534.86,0.1,3,4.19
PO555,Supplier_45,Poland,Raw Material,11-07-2025,07-08-2025,12-08-2025,134,109,182.34,24433.56,0.099,0,3.39
PO556,Supplier_23,China,Raw Material,24-07-2025,20-08-2025,25-08-2025,126,116,76.47,9635.22,0.024,4,3.68
PO557,Supplier_23,China,Electronics,11-02-2026,27-02-2026,27-02-2026,137,119,167.22,22909.14,0.025,1,2.61
PO558,Supplier_27,China,Electronics,27-09-2025,22-10-2025,25-10-2025,362,342,149.65,54173.3,0.061,4,3.6
PO559,Supplier_20,France,Mechanical,29-07-2025,23-08-2025,25-08-2025,450,423,107.6,48420,0.029,1,3.54
PO560,Supplier_11,Germany,Electronics,02-03-2026,12-03-2026,17-03-2026,478,468,121.12,57895.36,0.094,4,3.68
PO561,Supplier_24,China,Mechanical,26-11-2025,17-12-2025,19-12-2025,430,407,109.06,46895.8,0.09,3,3.19
PO562,Supplier_49,Poland,Mechanical,01-03-2026,16-03-2026,16-03-2026,394,379,123.42,48627.48,0.081,2,4.03
PO563,Supplier_9,Germany,Mechanical,27-04-2025,20-05-2025,20-05-2025,467,452,47.74,22294.58,0.025,1,3.59
PO564,Supplier_45,France,Mechanical,03-08-2025,13-08-2025,13-08-2025,97,87,26.68,2587.96,0.017,0,3.03
PO565,Supplier_24,Poland,Electronics,14-11-2025,27-11-2025,04-12-2025,64,61,133.38,8536.32,0.067,0,3.23
PO566,Supplier_17,China,Electronics,17-09-2025,11-10-2025,14-10-2025,296,292,117.27,34711.92,0.066,1,4.54
PO567,Supplier_4,India,Electronics,20-11-2025,04-12-2025,07-12-2025,144,136,177.15,25509.600000000002,0.005,0,2.84
PO568,Supplier_11,China,Electronics,11-04-2026,25-04-2026,28-04-2026,213,190,89.09,18976.170000000002,0.036,3,4.4
PO569,Supplier_7,India,Mechanical,12-04-2026,10-05-2026,12-05-2026,328,322,195.55,64140.4,0.065,4,3.26
PO570,Supplier_5,Germany,Raw Material,27-02-2026,21-03-2026,23-03-2026,285,263,34.84,9929.400000000001,0.067,4,3.57
PO571,Supplier_28,India,Raw Material,19-05-2025,29-05-2025,30-05-2025,235,233,91.22,21436.7,0.065,4,3.08
PO572,Supplier_19,Germany,Packaging,20-05-2025,08-06-2025,08-06-2025,488,486,170.76,83330.87999999999,0.018,3,3.44
PO573,Supplier_19,Germany,Electronics,11-01-2026,31-01-2026,07-02-2026,281,263,57.22,16078.82,0.032,3,3.71
PO574,Supplier_17,France,Electronics,29-10-2025,09-11-2025,10-11-2025,59,58,62,3658,0.091,1,4.86
PO575,Supplier_29,Germany,Raw Material,29-10-2025,19-11-2025,24-11-2025,201,191,107.01,21509.010000000002,0.012,1,2.66
PO576,Supplier_11,France,Mechanical,05-11-2025,28-11-2025,28-11-2025,225,205,139.7,31432.499999999996,0.024,2,4.53
PO577,Supplier_20,China,Raw Material,11-11-2025,24-11-2025,27-11-2025,434,406,150.98,65525.31999999999,0.068,3,4.06
PO578,Supplier_3,France,Packaging,24-06-2025,05-07-2025,06-07-2025,50,24,51.37,2568.5,0.009,0,4.55
PO579,Supplier_42,France,Electronics,30-06-2025,22-07-2025,29-07-2025,214,206,68.5,14659,0.048,4,4.95
PO580,Supplier_3,Poland,Raw Material,16-11-2025,23-11-2025,25-11-2025,319,304,142.43,45435.170000000006,0.036,0,3.26
PO581,Supplier_23,India,Mechanical,22-06-2025,18-07-2025,23-07-2025,384,370,192.67,73985.28,0.068,3,3.08
PO582,Supplier_15,China,Mechanical,29-06-2025,18-07-2025,21-07-2025,410,409,157.35,64513.5,0.039,3,3.86
PO583,Supplier_1,India,Mechanical,15-12-2025,03-01-2026,05-01-2026,383,359,42.6,16315.800000000001,0.017,4,2.58
PO584,Supplier_25,China,Mechanical,29-03-2026,04-04-2026,04-04-2026,406,393,175.14,71106.84,0.053,3,3.56
PO585,Supplier_22,China,Electronics,13-01-2026,02-02-2026,02-02-2026,171,155,36.1,6173.1,0.028,1,4.83
PO586,Supplier_39,India,Mechanical,28-05-2025,07-06-2025,07-06-2025,374,370,184.93,69163.82,0.035,0,3.93
PO587,Supplier_9,France,Mechanical,31-08-2025,29-09-2025,29-09-2025,314,304,183.85,57728.9,0.084,1,2.92
PO588,Supplier_38,China,Mechanical,16-02-2026,21-02-2026,21-02-2026,376,376,54.05,20322.8,0.071,3,3.78
PO589,Supplier_18,China,Raw Material,03-12-2025,08-12-2025,10-12-2025,155,147,152.38,23618.899999999998,0.092,1,2.63
PO590,Supplier_42,Germany,Electronics,22-10-2025,19-11-2025,19-11-2025,231,219,150.43,34749.33,0.069,4,3.77
PO591,Supplier_15,India,Raw Material,22-12-2025,17-01-2026,18-01-2026,335,310,111.64,37399.4,0.004,1,4.97
PO592,Supplier_40,India,Electronics,17-09-2025,25-09-2025,30-09-2025,354,335,173.96,61581.840000000004,0.027,1,3.36
PO593,Supplier_47,Poland,Mechanical,23-02-2026,18-03-2026,19-03-2026,247,228,167.23,41305.81,0,0,4.88
PO594,Supplier_49,China,Mechanical,30-11-2025,29-12-2025,05-01-2026,365,363,79.02,28842.3,0.044,2,4.76
PO595,Supplier_29,China,Electronics,27-02-2026,13-03-2026,13-03-2026,498,469,21.44,10677.12,0.03,0,3.29
PO596,Supplier_23,Germany,Raw Material,14-08-2025,01-09-2025,06-09-2025,105,83,33.53,3520.65,0.007,2,4.4
PO597,Supplier_1,Poland,Electronics,25-06-2025,05-07-2025,08-07-2025,370,352,100.54,37199.8,0.074,3,3.6
PO598,Supplier_40,India,Packaging,11-03-2026,16-03-2026,18-03-2026,123,113,12.73,1565.79,0.08,3,4.01
PO599,Supplier_44,India,Mechanical,21-01-2026,07-02-2026,09-02-2026,255,242,94.64,24133.2,0.059,1,2.92
PO600,Supplier_17,France,Packaging,20-11-2025,30-11-2025,05-12-2025,337,329,132.65,44703.05,0.016,4,3.5
PO601,Supplier_19,India,Mechanical,22-05-2025,08-06-2025,08-06-2025,328,306,62.06,20355.68,0.096,3,4.92
PO602,Supplier_33,Poland,Electronics,24-07-2025,20-08-2025,21-08-2025,234,230,36.83,8618.22,0.076,0,3.77
PO603,Supplier_38,France,Mechanical,25-01-2026,01-02-2026,08-02-2026,116,94,130.32,15117.119999999999,0.045,0,4.79
PO604,Supplier_3,India,Packaging,20-09-2025,12-10-2025,13-10-2025,440,432,73.61,32388.4,0.031,1,2.87
PO605,Supplier_34,Poland,Electronics,26-11-2025,17-12-2025,17-12-2025,123,105,55.12,6779.759999999999,0.03,3,4
PO606,Supplier_41,China,Packaging,15-10-2025,05-11-2025,10-11-2025,236,219,99.78,23548.08,0.038,1,4.71
PO607,Supplier_15,Germany,Raw Material,05-01-2026,31-01-2026,07-02-2026,252,243,147.8,37245.600000000006,0.036,4,3.47
PO608,Supplier_45,Germany,Electronics,14-04-2026,12-05-2026,15-05-2026,362,361,85.48,30943.760000000002,0.025,0,3.36
PO609,Supplier_17,France,Mechanical,02-10-2025,22-10-2025,27-10-2025,217,192,150.9,32745.300000000003,0.055,4,3.88
PO610,Supplier_45,Germany,Mechanical,03-08-2025,17-08-2025,19-08-2025,150,138,72.29,10843.500000000002,0.037,0,2.79
PO611,Supplier_4,India,Raw Material,22-11-2025,16-12-2025,23-12-2025,156,145,19.43,3031.08,0.026,3,3.07
PO612,Supplier_19,India,Packaging,29-01-2026,27-02-2026,27-02-2026,203,190,192.69,39116.07,0.044,4,2.98
PO613,Supplier_33,India,Raw Material,08-12-2025,29-12-2025,31-12-2025,466,455,164.24,76535.84000000001,0.034,2,4.49
PO614,Supplier_26,China,Packaging,14-11-2025,08-12-2025,10-12-2025,422,401,128.41,54189.02,0.074,4,4.36
PO615,Supplier_1,Germany,Electronics,16-01-2026,30-01-2026,04-02-2026,193,168,120.85,23324.05,0.046,3,2.97
PO616,Supplier_41,China,Mechanical,06-03-2026,24-03-2026,31-03-2026,210,185,15.1,3171,0.038,2,4.92
PO617,Supplier_26,China,Mechanical,15-07-2025,02-08-2025,04-08-2025,335,319,180.61,60504.350000000006,0.053,4,4.05
PO618,Supplier_34,Poland,Mechanical,01-10-2025,26-10-2025,28-10-2025,353,350,20.22,7137.66,0.002,4,4.16
PO619,Supplier_48,Poland,Mechanical,25-08-2025,18-09-2025,20-09-2025,236,223,124.05,29275.8,0.073,1,4.64
PO620,Supplier_14,China,Mechanical,25-01-2026,10-02-2026,13-02-2026,287,282,104.48,29985.760000000002,0.018,1,3.32
PO621,Supplier_30,France,Raw Material,29-05-2025,10-06-2025,17-06-2025,97,79,74.6,7236.2,0.087,2,2.71
PO622,Supplier_7,China,Electronics,03-07-2025,18-07-2025,25-07-2025,241,239,41.44,9987.039999999999,0.071,4,2.8
PO623,Supplier_3,France,Mechanical,08-10-2025,29-10-2025,29-10-2025,454,447,71.19,32320.26,0.056,1,4.17
PO624,Supplier_35,India,Packaging,23-07-2025,02-08-2025,04-08-2025,168,155,111.12,18668.16,0.082,0,2.8
PO625,Supplier_31,China,Electronics,14-06-2025,30-06-2025,07-07-2025,53,44,41.59,2204.27,0.038,0,4.92
PO626,Supplier_5,China,Mechanical,26-10-2025,11-11-2025,11-11-2025,379,378,44.92,17024.68,0.033,2,4.06
PO627,Supplier_12,Germany,Mechanical,19-04-2025,01-05-2025,01-05-2025,188,161,108.67,20429.96,0.02,3,3.14
PO628,Supplier_36,France,Mechanical,04-04-2026,20-04-2026,23-04-2026,63,48,93.17,5869.71,0.028,4,2.84
PO629,Supplier_30,Poland,Packaging,13-04-2026,10-05-2026,17-05-2026,442,442,147.69,65278.979999999996,0.084,4,3.69
PO630,Supplier_44,India,Raw Material,14-04-2026,24-04-2026,24-04-2026,100,83,21.99,2199,0.032,4,3.8
PO631,Supplier_21,Germany,Mechanical,24-04-2025,05-05-2025,05-05-2025,492,475,24.23,11921.16,0.011,3,3.1
PO632,Supplier_27,India,Mechanical,12-08-2025,10-09-2025,12-09-2025,475,466,119.59,56805.25,0.012,1,3.51
PO633,Supplier_40,France,Raw Material,30-01-2026,10-02-2026,10-02-2026,262,261,59.86,15683.32,0.042,1,4.04
PO634,Supplier_50,France,Mechanical,24-02-2026,18-03-2026,23-03-2026,303,280,127.27,38562.81,0.088,4,2.75
PO635,Supplier_49,China,Mechanical,05-07-2025,13-07-2025,13-07-2025,480,468,143.16,68716.8,0.029,2,4.21
PO636,Supplier_30,China,Mechanical,10-04-2026,07-05-2026,08-05-2026,359,344,70.43,25284.370000000003,0.092,4,2.78
PO637,Supplier_18,Germany,Packaging,05-07-2025,14-07-2025,14-07-2025,463,442,57.45,26599.350000000002,0.034,1,3.79
PO638,Supplier_12,India,Raw Material,05-11-2025,21-11-2025,23-11-2025,131,119,173.53,22732.43,0.069,4,3.49
PO639,Supplier_26,Poland,Packaging,05-04-2026,02-05-2026,07-05-2026,237,229,87.22,20671.14,0.088,4,2.98
PO640,Supplier_13,Germany,Electronics,22-07-2025,09-08-2025,09-08-2025,192,183,100.5,19296,0.067,3,4.19
PO641,Supplier_15,Poland,Electronics,18-07-2025,28-07-2025,28-07-2025,437,427,142.2,62141.399999999994,0.094,4,3.63
PO642,Supplier_45,France,Electronics,09-09-2025,20-09-2025,23-09-2025,200,174,48.67,9734,0.077,3,4.6
PO643,Supplier_31,France,Mechanical,22-02-2026,23-03-2026,25-03-2026,445,420,165.16,73496.2,0.089,3,3.76
PO644,Supplier_5,Poland,Mechanical,25-10-2025,22-11-2025,23-11-2025,246,245,187.72,46179.12,0.075,1,3.72
PO645,Supplier_14,China,Mechanical,02-04-2026,12-04-2026,14-04-2026,230,230,50.88,11702.400000000001,0.063,4,4.82
PO646,Supplier_10,China,Electronics,19-09-2025,08-10-2025,13-10-2025,448,444,85.83,38451.84,0.024,1,3.26
PO647,Supplier_4,India,Packaging,23-08-2025,04-09-2025,06-09-2025,330,308,81.67,26951.100000000002,0.08,2,4.1
PO648,Supplier_18,China,Raw Material,22-12-2025,20-01-2026,27-01-2026,275,267,122.68,33737,0.049,4,3.11
PO649,Supplier_28,India,Packaging,13-06-2025,29-06-2025,01-07-2025,118,117,100.12,11814.16,0.017,1,2.8
PO650,Supplier_27,China,Mechanical,02-03-2026,16-03-2026,21-03-2026,472,447,123.58,58329.76,0.066,3,4.25
PO651,Supplier_9,Poland,Raw Material,08-02-2026,07-03-2026,07-03-2026,98,75,34.9,3420.2,0.08,2,3.79
PO652,Supplier_24,Germany,Packaging,01-02-2026,21-02-2026,21-02-2026,416,404,174.23,72479.68,0.046,3,3.69
PO653,Supplier_3,Germany,Mechanical,07-04-2026,29-04-2026,29-04-2026,291,269,91.1,26510.1,0.011,4,3.54
PO654,Supplier_31,Poland,Raw Material,05-05-2025,01-06-2025,06-06-2025,486,467,20.38,9904.68,0.097,4,3.5
PO655,Supplier_17,India,Electronics,22-04-2025,09-05-2025,10-05-2025,463,451,46.61,21580.43,0.013,3,4.29
PO656,Supplier_19,France,Packaging,18-12-2025,29-12-2025,29-12-2025,477,457,73.22,34925.94,0.094,4,2.52
PO657,Supplier_32,India,Electronics,16-06-2025,03-07-2025,10-07-2025,427,418,58.4,24936.8,0.035,2,3.8
PO658,Supplier_1,Poland,Electronics,05-12-2025,16-12-2025,21-12-2025,134,105,17.48,2342.32,0.002,4,2.55
PO659,Supplier_31,Poland,Electronics,25-05-2025,06-06-2025,11-06-2025,220,202,158.87,34951.4,0.001,0,3.92
PO660,Supplier_43,Germany,Packaging,04-10-2025,20-10-2025,20-10-2025,144,139,182.68,26305.920000000002,0.079,2,4.04
PO661,Supplier_16,Poland,Packaging,05-03-2026,15-03-2026,20-03-2026,74,47,59.92,4434.08,0.047,0,3.2
PO662,Supplier_33,Germany,Electronics,02-09-2025,09-09-2025,09-09-2025,326,324,25.69,8374.94,0.015,4,3.78
PO663,Supplier_20,Poland,Packaging,02-07-2025,19-07-2025,19-07-2025,233,211,145.45,33889.85,0.039,4,3.93
PO664,Supplier_23,Germany,Electronics,24-06-2025,30-06-2025,01-07-2025,260,237,27.35,7111,0.016,1,4.86
PO665,Supplier_9,Germany,Raw Material,01-08-2025,20-08-2025,20-08-2025,112,83,141.65,15864.800000000001,0.073,1,3.22
PO666,Supplier_7,Germany,Raw Material,22-10-2025,30-10-2025,02-11-2025,437,432,34.55,15098.349999999999,0.006,3,4.01
PO667,Supplier_9,Poland,Raw Material,27-09-2025,25-10-2025,30-10-2025,374,357,27.21,10176.54,0.067,1,3.43
PO668,Supplier_24,China,Raw Material,18-04-2026,15-05-2026,15-05-2026,178,164,15.5,2759,0.024,3,3.71
PO669,Supplier_35,China,Raw Material,04-10-2025,21-10-2025,23-10-2025,197,197,45.63,8989.11,0.075,1,3.15
PO670,Supplier_32,Poland,Mechanical,09-07-2025,31-07-2025,05-08-2025,465,439,144.32,67108.8,0.065,0,3.92
PO671,Supplier_44,India,Raw Material,08-04-2026,16-04-2026,16-04-2026,87,61,84.95,7390.650000000001,0.087,2,4.9
PO672,Supplier_5,Poland,Mechanical,16-07-2025,24-07-2025,31-07-2025,497,473,178.91,88918.27,0.016,3,3.08
PO673,Supplier_4,Germany,Electronics,21-06-2025,02-07-2025,02-07-2025,400,389,190.22,76088,0.071,1,3.27
PO674,Supplier_12,India,Mechanical,14-06-2025,28-06-2025,05-07-2025,157,132,159.4,25025.8,0.041,0,4.29
PO675,Supplier_39,India,Mechanical,24-09-2025,16-10-2025,21-10-2025,94,69,62.87,5909.78,0.04,1,3.54
PO676,Supplier_32,China,Raw Material,16-05-2025,11-06-2025,16-06-2025,123,105,23.81,2928.6299999999997,0.02,0,4.05
PO677,Supplier_2,Poland,Mechanical,07-03-2026,18-03-2026,18-03-2026,101,96,154.46,15600.460000000001,0.072,0,3.04
PO678,Supplier_19,France,Packaging,06-12-2025,16-12-2025,18-12-2025,201,175,89.49,17987.489999999998,0.044,4,2.67
PO679,Supplier_35,Poland,Electronics,21-03-2026,02-04-2026,05-04-2026,373,360,170.52,63603.96000000001,0.036,0,2.96
PO680,Supplier_49,China,Electronics,05-07-2025,18-07-2025,18-07-2025,298,286,87.74,26146.519999999997,0.033,2,4.67
PO681,Supplier_22,China,Raw Material,27-05-2025,03-06-2025,04-06-2025,493,468,196.94,97091.42,0.091,4,3.06
PO682,Supplier_45,Poland,Electronics,07-05-2025,04-06-2025,04-06-2025,402,378,152.84,61441.68,0.057,4,2.51
PO683,Supplier_5,India,Raw Material,09-07-2025,20-07-2025,23-07-2025,233,224,130.03,30296.99,0.052,2,3.62
PO684,Supplier_45,India,Mechanical,07-07-2025,20-07-2025,27-07-2025,465,446,71.33,33168.45,0.026,0,3.88
PO685,Supplier_39,Germany,Electronics,20-05-2025,04-06-2025,09-06-2025,430,408,30.18,12977.4,0.078,1,4.75
PO686,Supplier_20,Germany,Raw Material,19-03-2026,09-04-2026,12-04-2026,121,117,155.31,18792.510000000002,0.027,1,3.82
PO687,Supplier_39,India,Mechanical,20-06-2025,16-07-2025,19-07-2025,342,313,104.85,35858.7,0.03,1,3.58
PO688,Supplier_44,India,Raw Material,12-12-2025,17-12-2025,22-12-2025,407,405,102.82,41847.74,0.052,4,3.67
PO689,Supplier_5,Poland,Electronics,19-11-2025,30-11-2025,03-12-2025,197,174,132.19,26041.43,0.032,4,2.62
PO690,Supplier_7,India,Raw Material,12-10-2025,06-11-2025,07-11-2025,87,83,189.17,16457.789999999997,0.061,1,3.77
PO691,Supplier_19,Germany,Packaging,15-04-2026,11-05-2026,14-05-2026,228,222,199.56,45499.68,0.026,4,4.83
PO692,Supplier_33,India,Raw Material,20-06-2025,25-06-2025,28-06-2025,88,83,195.36,17191.68,0.007,2,4.2
PO693,Supplier_1,China,Raw Material,23-11-2025,04-12-2025,04-12-2025,330,320,93.43,30831.9,0.004,2,2.74
PO694,Supplier_44,France,Packaging,22-02-2026,08-03-2026,11-03-2026,314,313,98.09,30800.260000000002,0.078,1,3.19
PO695,Supplier_36,France,Electronics,30-12-2025,18-01-2026,23-01-2026,226,224,100.79,22778.54,0.036,4,4.37
PO696,Supplier_26,Poland,Mechanical,04-07-2025,16-07-2025,19-07-2025,303,289,134.55,40768.65,0.004,4,2.85
PO697,Supplier_47,France,Packaging,02-02-2026,22-02-2026,01-03-2026,284,264,175.18,49751.12,0.074,1,3.11
PO698,Supplier_38,Germany,Raw Material,09-08-2025,21-08-2025,21-08-2025,166,160,46.57,7730.62,0.01,2,4.08
PO699,Supplier_21,Poland,Packaging,30-11-2025,18-12-2025,25-12-2025,298,270,113.83,33921.34,0.009,1,4.38
PO700,Supplier_16,Poland,Packaging,12-08-2025,29-08-2025,03-09-2025,86,65,190.08,16346.880000000001,0.04,4,2.54
PO701,Supplier_28,France,Electronics,14-09-2025,13-10-2025,13-10-2025,298,272,62.1,18505.8,0.003,2,3.15
PO702,Supplier_28,Poland,Packaging,13-04-2026,10-05-2026,13-05-2026,438,429,49.12,21514.559999999998,0.035,2,4.23
PO703,Supplier_2,Germany,Electronics,07-02-2026,04-03-2026,05-03-2026,178,156,129.39,23031.42,0.018,4,4.53
PO704,Supplier_6,France,Mechanical,23-02-2026,17-03-2026,24-03-2026,51,40,137.84,7029.84,0.05,3,4.1
PO705,Supplier_17,China,Electronics,27-11-2025,22-12-2025,24-12-2025,286,257,49.88,14265.68,0.079,2,3.04
PO706,Supplier_44,France,Mechanical,01-03-2026,18-03-2026,18-03-2026,73,64,154.21,11257.33,0.05,2,4.11
PO707,Supplier_15,Germany,Mechanical,21-12-2025,05-01-2026,05-01-2026,384,359,68.8,26419.199999999997,0.045,2,2.91
PO708,Supplier_11,India,Mechanical,18-06-2025,29-06-2025,29-06-2025,227,205,168.28,38199.56,0.046,3,3.16
PO709,Supplier_26,Germany,Electronics,19-01-2026,08-02-2026,15-02-2026,51,43,126.6,6456.599999999999,0.022,3,3.63
PO710,Supplier_36,Poland,Electronics,05-06-2025,10-06-2025,12-06-2025,105,103,67.71,7109.549999999999,0.009,0,3.94
PO711,Supplier_16,India,Raw Material,25-07-2025,30-07-2025,02-08-2025,177,159,34.76,6152.5199999999995,0.064,3,4.6
PO712,Supplier_36,Poland,Packaging,25-12-2025,02-01-2026,04-01-2026,230,213,77.27,17772.1,0.066,1,4.19
PO713,Supplier_44,France,Mechanical,24-01-2026,18-02-2026,18-02-2026,385,358,118.2,45507,0.083,0,2.91
PO714,Supplier_48,China,Electronics,26-01-2026,02-02-2026,02-02-2026,408,383,56.29,22966.32,0.08,2,3.06
PO715,Supplier_37,India,Packaging,29-11-2025,07-12-2025,09-12-2025,78,72,51.37,4006.8599999999997,0.008,4,4.41
PO716,Supplier_42,India,Raw Material,15-08-2025,05-09-2025,08-09-2025,350,341,150.11,52538.50000000001,0.025,3,4.69
PO717,Supplier_29,France,Mechanical,27-02-2026,17-03-2026,17-03-2026,192,187,146.68,28162.56,0.003,4,3.25
PO718,Supplier_50,Germany,Electronics,02-03-2026,18-03-2026,25-03-2026,257,247,133.93,34420.01,0.041,1,2.77
