po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating,delay_days,delivery_risk,fill_rate,cost_impact
PO487,Supplier_20,China,Electronics,09-11-2025,23-11-2025,24-11-2025,442,415,46.32,20473.44,0.046,1,2.8,1,0,0.9389140271493213,941.7782399999999
PO488,Supplier_41,Germany,Raw Material,21-08-2025,04-09-2025,05-09-2025,174,160,89.77,15619.98,0.05,0,2.9,1,0,0.9195402298850575,780.999
PO489,Supplier_45,Germany,Mechanical,08-12-2025,26-12-2025,26-12-2025,363,334,29.05,10545.15,0.002,2,4.01,0,0,0.9201101928374655,21.0903
PO490,Supplier_34,India,Raw Material,20-12-2025,04-01-2026,05-01-2026,134,114,190.17,25482.78,0.03,0,3.08,1,0,0.8507462686567164,764.4834
PO491,Supplier_2,Poland,Electronics,20-03-2026,03-04-2026,03-04-2026,103,77,17.48,1800.44,0.057,1,4.64,0,0,0.7475728155339806,102.62508000000001
PO492,Supplier_26,Germany,Packaging,20-03-2026,04-04-2026,11-04-2026,288,273,142.57,41060.16,0.036,3,4.93,7,1,0.9479166666666666,1478.16576
PO493,Supplier_2,India,Raw Material,11-06-2025,30-06-2025,07-07-2025,121,115,35.07,4243.47,0.051,3,3.57,7,1,0.9504132231404959,216.41697
PO494,Supplier_43,Germany,Raw Material,04-01-2026,25-01-2026,27-01-2026,57,53,27.08,1543.56,0.019,4,4.07,2,0,0.9298245614035088,29.32764
PO495,Supplier_37,India,Raw Material,18-09-2025,05-10-2025,07-10-2025,173,145,94,16262,0.033,3,4.23,2,0,0.838150289,536.6460000000001
PO496,Supplier_19,France,Mechanical,08-11-2025,03-12-2025,06-12-2025,76,54,39.24,2982.24,0.015,3,3.52,3,0,0.7105263157894737,44.733599999999996
PO497,Supplier_32,India,Electronics,05-01-2026,31-01-2026,02-02-2026,79,67,74.13,5856.27,0.08,2,4.1,2,0,0.8481012658227848,468.50160000000005
PO498,Supplier_29,Poland,Mechanical,17-01-2026,10-02-2026,12-02-2026,416,413,33.2,13811.2,0.011,3,4.18,2,0,0.9927884615384616,151.9232
PO499,Supplier_20,Germany,Packaging,03-02-2026,11-02-2026,11-02-2026,387,383,39.7,15363.9,0.074,4,2.71,0,0,0.9896640826873385,1136.9286
PO500,Supplier_4,France,Packaging,23-03-2026,29-03-2026,01-04-2026,347,339,39.68,13768.96,0.099,2,2.92,3,0,0.9769452449567724,1363.12704
PO501,Supplier_31,China,Electronics,21-05-2025,15-06-2025,18-06-2025,464,446,197.18,91491.52,0.077,2,3.53,3,0,0.9612068965517241,7044.847040000001
PO502,Supplier_2,India,Packaging,23-12-2025,20-01-2026,20-01-2026,401,386,132.52,53140.52,0.002,2,3.2,0,0,0.9625935162094763,106.28103999999999
PO503,Supplier_11,France,Packaging,19-11-2025,30-11-2025,30-11-2025,416,399,58.18,24202.88,0.047,2,4.98,0,0,0.9591346153846154,1137.53536
PO504,Supplier_1,Poland,Electronics,20-05-2025,03-06-2025,10-06-2025,435,426,174.46,75890.1,0.01,1,3.22,7,1,0.9793103448275862,758.9010000000001
PO505,Supplier_50,China,Raw Material,16-06-2025,03-07-2025,04-07-2025,61,59,138.53,8450.33,0.059,1,4.41,1,0,0.9672131147540983,498.56946999999997
PO506,Supplier_2,Poland,Mechanical,09-01-2026,02-02-2026,07-02-2026,333,309,13.49,4492.17,0.046,1,3.08,5,1,0.9279279279279279,206.63982
PO507,Supplier_13,Germany,Mechanical,25-07-2025,08-08-2025,15-08-2025,470,449,34.89,16398.3,0.061,3,4.25,7,1,0.9553191489361702,1000.2963
PO508,Supplier_27,Germany,Packaging,01-01-2026,07-01-2026,07-01-2026,138,137,88.16,12166.08,0.013,1,2.53,0,0,0.9927536231884058,158.15904
PO509,Supplier_32,Germany,Mechanical,22-02-2026,14-03-2026,16-03-2026,88,61,157.72,13879.36,0.067,3,2.94,2,0,0.6931818181818182,929.9171200000001
PO510,Supplier_27,India,Raw Material,15-01-2026,13-02-2026,18-02-2026,243,215,163.14,39643.02,0.059,3,3.91,5,1,0.8847736625514403,2338.9381799999996
PO511,Supplier_24,France,Mechanical,20-01-2026,07-02-2026,12-02-2026,406,389,34.22,13893.32,0.08,1,3.52,5,1,0.958128079,1111.4656
PO512,Supplier_6,Poland,Electronics,16-12-2025,24-12-2025,29-12-2025,255,240,198.94,50729.7,0.061,0,4.59,5,1,0.9411764705882353,3094.5116999999996
PO513,Supplier_20,India,Mechanical,26-03-2026,02-04-2026,09-04-2026,414,388,25.52,10565.28,0.092,4,4.08,7,1,0.9371980676328503,972.00576
PO514,Supplier_14,Poland,Packaging,03-09-2025,24-09-2025,27-09-2025,136,123,34.2,4651.200000000001,0.013,3,4.81,3,0,0.9044117647058824,60.46560000000001
PO515,Supplier_47,Poland,Mechanical,17-03-2026,26-03-2026,29-03-2026,332,313,132.53,43999.96,0.029,2,2.5,3,0,0.9427710843373494,1275.99884
PO516,Supplier_31,China,Electronics,12-08-2025,04-09-2025,09-09-2025,487,458,112.66,54865.42,0.085,2,4.56,5,1,0.9404517453798767,4663.5607
PO517,Supplier_5,Germany,Electronics,07-04-2026,17-04-2026,24-04-2026,458,437,136.59,62558.22,0.099,2,3.1,7,1,0.9541484716157205,6193.26378
PO518,Supplier_1,Poland,Packaging,08-07-2025,04-08-2025,05-08-2025,472,458,195.59,92318.48,0.04,1,2.66,1,0,0.9703389830508474,3692.7392
PO519,Supplier_20,China,Electronics,29-12-2025,23-01-2026,30-01-2026,178,162,102.92,18319.76,0.086,4,4.24,7,1,0.9101123595505618,1575.4993599999998
PO520,Supplier_33,China,Packaging,21-04-2025,28-04-2025,01-05-2025,413,402,118.8,49064.4,0.026,3,3.56,3,0,0.9733656174334141,1275.6743999999999
PO521,Supplier_19,China,Electronics,31-01-2026,15-02-2026,18-02-2026,446,419,155.82,69495.72,0.031,4,4.49,3,0,0.9394618834080718,2154.36732
PO522,Supplier_43,China,Packaging,03-10-2025,27-10-2025,27-10-2025,395,380,63.63,25133.85,0.03,4,3.85,0,0,0.9620253164556962,754.0155
PO523,Supplier_20,China,Packaging,15-09-2025,26-09-2025,27-09-2025,317,303,113.43,35957.310000000005,0.023,1,3.24,1,0,0.9558359621451105,827.0181300000002
PO524,Supplier_11,India,Raw Material,29-05-2025,21-06-2025,26-06-2025,479,460,68.48,32801.920000000006,0.061,0,4.94,5,1,0.9603340292275574,2000.9171200000003
PO525,Supplier_8,China,Packaging,30-05-2025,25-06-2025,02-07-2025,425,419,131.78,56006.5,0.047,0,4.25,7,1,0.9858823529411764,2632.3055
PO526,Supplier_38,Poland,Raw Material,16-06-2025,09-07-2025,12-07-2025,470,457,149.15,70100.5,0.092,4,4.42,3,0,0.9723404255319149,6449.246
PO527,Supplier_4,China,Packaging,03-03-2026,24-03-2026,31-03-2026,415,390,88.33,36656.95,0.093,4,2.8,7,1,0.9397590361445783,3409.09635
PO528,Supplier_28,China,Raw Material,29-03-2026,27-04-2026,27-04-2026,458,437,98.68,45195.44,0.008,2,4.15,0,0,0.9541484716157205,361.56352000000004
PO529,Supplier_17,China,Packaging,10-11-2025,28-11-2025,03-12-2025,142,130,31.88,4526.96,0.088,2,2.5,5,1,0.9154929577464789,398.37248
PO530,Supplier_47,France,Packaging,09-06-2025,05-07-2025,07-07-2025,471,449,88.84,41843.64,0.073,0,4.89,2,0,0.9532908704883227,3054.5857199999996
PO531,Supplier_41,India,Mechanical,23-01-2026,21-02-2026,28-02-2026,430,413,86.28,37100.4,0.034,0,2.91,7,1,0.9604651162790697,1261.4136
PO532,Supplier_34,Poland,Electronics,02-11-2025,10-11-2025,11-11-2025,267,264,114.95,30691.65,0.06,0,2.75,1,0,0.9887640449438202,1841.499
PO533,Supplier_8,France,Packaging,23-10-2025,15-11-2025,17-11-2025,483,464,25.06,12103.98,0.057,0,3.49,2,0,0.9606625258799172,689.92686
PO534,Supplier_29,China,Raw Material,09-01-2026,17-01-2026,20-01-2026,66,60,188.52,12442.320000000002,0.076,0,4.57,3,0,0.9090909090909091,945.6163200000001
PO535,Supplier_30,China,Mechanical,04-08-2025,20-08-2025,22-08-2025,271,268,158.86,43051.060000000005,0.028,4,2.81,2,0,0.988929889,1205.4296800000002
PO536,Supplier_26,India,Electronics,23-11-2025,03-12-2025,08-12-2025,93,86,162.32,15095.76,0.047,1,3.95,5,1,0.9247311827956989,709.50072
PO537,Supplier_37,Germany,Mechanical,29-11-2025,04-12-2025,04-12-2025,278,267,190.6,52986.8,0.002,0,4.68,0,0,0.960431655,105.9736
PO538,Supplier_12,France,Electronics,18-08-2025,02-09-2025,07-09-2025,166,152,125.97,20911.02,0.002,3,2.64,5,1,0.9156626506024096,41.82204
PO539,Supplier_3,China,Mechanical,07-05-2025,23-05-2025,28-05-2025,470,445,94.09,44222.3,0.005,1,3.6,5,1,0.9468085106382979,221.1115
PO540,Supplier_18,Poland,Electronics,20-10-2025,26-10-2025,29-10-2025,71,70,166.93,11852.03,0.063,0,3.61,3,0,0.9859154929577465,746.67789
PO541,Supplier_21,China,Packaging,22-01-2026,09-02-2026,16-02-2026,461,434,12.72,5863.92,0.048,1,2.96,7,1,0.9414316702819957,281.46816
PO542,Supplier_32,France,Raw Material,12-01-2026,21-01-2026,21-01-2026,102,76,53.09,5415.18,0.067,4,2.53,0,0,0.7450980392156863,362.81706
PO543,Supplier_3,China,Mechanical,17-11-2025,06-12-2025,07-12-2025,55,44,85.58,4706.9,0.051,2,4.71,1,0,0.8,240.05189999999996
PO544,Supplier_8,India,Packaging,24-01-2026,12-02-2026,14-02-2026,228,208,14.9,3397.2000000000003,0.055,4,4.99,2,0,0.9122807017543859,186.846
PO545,Supplier_9,Poland,Mechanical,10-05-2025,27-05-2025,30-05-2025,376,362,157.78,59325.28,0.082,0,4.11,3,0,0.9627659574468085,4864.67296
PO546,Supplier_1,India,Raw Material,20-09-2025,10-10-2025,15-10-2025,249,226,95.8,23854.2,0.094,0,2.82,5,1,0.9076305220883534,2242.2948
PO547,Supplier_26,Germany,Packaging,25-10-2025,23-11-2025,30-11-2025,220,215,140.02,30804.4,0.095,1,4.82,7,1,0.9772727272727273,2926.418
PO548,Supplier_43,Poland,Mechanical,17-04-2026,16-05-2026,18-05-2026,228,205,88.05,20075.4,0.049,3,3.95,2,0,0.8991228070175439,983.6946000000002
PO549,Supplier_4,Germany,Mechanical,28-02-2026,20-03-2026,21-03-2026,459,452,114.47,52541.73,0.096,4,3.09,1,0,0.9847494553376906,5044.00608
PO550,Supplier_25,Poland,Mechanical,07-01-2026,29-01-2026,05-02-2026,387,386,121.66,47082.42,0.011,3,2.68,7,1,0.9974160206718347,517.90662
PO551,Supplier_50,Germany,Raw Material,07-01-2026,22-01-2026,23-01-2026,84,78,55.73,4681.32,0.087,4,3.06,1,0,0.9285714285714286,407.2748399999999
PO552,Supplier_41,Germany,Raw Material,20-03-2026,04-04-2026,11-04-2026,263,241,13.17,3463.71,0.019,3,4.33,7,1,0.9163498098859315,65.81049
PO553,Supplier_28,Poland,Raw Material,10-02-2026,15-02-2026,16-02-2026,77,51,22.91,1764.07,0.018,4,4.23,1,0,0.6623376623376623,31.753259999999997
PO554,Supplier_34,China,Packaging,31-07-2025,20-08-2025,25-08-2025,382,353,108.73,41534.86,0.1,3,4.19,5,1,0.9240837696335078,4153.486
PO555,Supplier_45,Poland,Raw Material,11-07-2025,07-08-2025,12-08-2025,134,109,182.34,24433.56,0.099,0,3.39,5,1,0.8134328358208955,2418.9224400000003
PO556,Supplier_23,China,Raw Material,24-07-2025,20-08-2025,25-08-2025,126,116,76.47,9635.22,0.024,4,3.68,5,1,0.9206349206349206,231.24527999999998
PO557,Supplier_23,China,Electronics,11-02-2026,27-02-2026,27-02-2026,137,119,167.22,22909.14,0.025,1,2.61,0,0,0.8686131386861314,572.7285
PO558,Supplier_27,China,Electronics,27-09-2025,22-10-2025,25-10-2025,362,342,149.65,54173.3,0.061,4,3.6,3,0,0.9447513812154696,3304.5713
PO559,Supplier_20,France,Mechanical,29-07-2025,23-08-2025,25-08-2025,450,423,107.6,48420,0.029,1,3.54,2,0,0.94,1404.18
PO560,Supplier_11,Germany,Electronics,02-03-2026,12-03-2026,17-03-2026,478,468,121.12,57895.36,0.094,4,3.68,5,1,0.9790794979079498,5442.16384
PO561,Supplier_24,China,Mechanical,26-11-2025,17-12-2025,19-12-2025,430,407,109.06,46895.8,0.09,3,3.19,2,0,0.9465116279069767,4220.622
PO562,Supplier_49,Poland,Mechanical,01-03-2026,16-03-2026,16-03-2026,394,379,123.42,48627.48,0.081,2,4.03,0,0,0.9619289340101523,3938.8258800000003
PO563,Supplier_9,Germany,Mechanical,27-04-2025,20-05-2025,20-05-2025,467,452,47.74,22294.58,0.025,1,3.59,0,0,0.9678800856531049,557.3645
PO564,Supplier_45,France,Mechanical,03-08-2025,13-08-2025,13-08-2025,97,87,26.68,2587.96,0.017,0,3.03,0,0,0.8969072164948454,43.99532000000001
PO565,Supplier_24,Poland,Electronics,14-11-2025,27-11-2025,04-12-2025,64,61,133.38,8536.32,0.067,0,3.23,7,1,0.953125,571.93344
PO566,Supplier_17,China,Electronics,17-09-2025,11-10-2025,14-10-2025,296,292,117.27,34711.92,0.066,1,4.54,3,0,0.9864864864864865,2290.98672
PO567,Supplier_4,India,Electronics,20-11-2025,04-12-2025,07-12-2025,144,136,177.15,25509.6,0.005,0,2.84,3,0,0.9444444444444444,127.548
PO568,Supplier_11,China,Electronics,11-04-2026,25-04-2026,28-04-2026,213,190,89.09,18976.17,0.036,3,4.4,3,0,0.892018779,683.1421199999999
PO569,Supplier_7,India,Mechanical,12-04-2026,10-05-2026,12-05-2026,328,322,195.55,64140.4,0.065,4,3.26,2,0,0.9817073170731707,4169.126
PO570,Supplier_5,Germany,Raw Material,27-02-2026,21-03-2026,23-03-2026,285,263,34.84,9929.4,0.067,4,3.57,2,0,0.9228070175438596,665.2698
PO571,Supplier_28,India,Raw Material,19-05-2025,29-05-2025,30-05-2025,235,233,91.22,21436.7,0.065,4,3.08,1,0,0.9914893617021276,1393.3855
PO572,Supplier_19,Germany,Packaging,20-05-2025,08-06-2025,08-06-2025,488,486,170.76,83330.87999999999,0.018,3,3.44,0,0,0.9959016393442623,1499.9558399999996
PO573,Supplier_19,Germany,Electronics,11-01-2026,31-01-2026,07-02-2026,281,263,57.22,16078.82,0.032,3,3.71,7,1,0.9359430604982206,514.52224
PO574,Supplier_17,France,Electronics,29-10-2025,09-11-2025,10-11-2025,59,58,62,3658,0.091,1,4.86,1,0,0.9830508474576272,332.878
PO575,Supplier_29,Germany,Raw Material,29-10-2025,19-11-2025,24-11-2025,201,191,107.01,21509.01,0.012,1,2.66,5,1,0.9502487562189055,258.10812
PO576,Supplier_11,France,Mechanical,05-11-2025,28-11-2025,28-11-2025,225,205,139.7,31432.5,0.024,2,4.53,0,0,0.9111111111111111,754.38
PO577,Supplier_20,China,Raw Material,11-11-2025,24-11-2025,27-11-2025,434,406,150.98,65525.31999999999,0.068,3,4.06,3,0,0.9354838709677419,4455.721759999999
PO578,Supplier_3,France,Packaging,24-06-2025,05-07-2025,06-07-2025,50,24,51.37,2568.5,0.009,0,4.55,1,0,0.48,23.1165
PO579,Supplier_42,France,Electronics,30-06-2025,22-07-2025,29-07-2025,214,206,68.5,14659,0.048,4,4.95,7,1,0.9626168224299065,703.6320000000001
PO580,Supplier_3,Poland,Raw Material,16-11-2025,23-11-2025,25-11-2025,319,304,142.43,45435.170000000006,0.036,0,3.26,2,0,0.9529780564263323,1635.66612
PO581,Supplier_23,India,Mechanical,22-06-2025,18-07-2025,23-07-2025,384,370,192.67,73985.28,0.068,3,3.08,5,1,0.9635416666666666,5030.999040000001
PO582,Supplier_15,China,Mechanical,29-06-2025,18-07-2025,21-07-2025,410,409,157.35,64513.5,0.039,3,3.86,3,0,0.9975609756097561,2516.0265
PO583,Supplier_1,India,Mechanical,15-12-2025,03-01-2026,05-01-2026,383,359,42.6,16315.8,0.017,4,2.58,2,0,0.9373368146214099,277.3686
PO584,Supplier_25,China,Mechanical,29-03-2026,04-04-2026,04-04-2026,406,393,175.14,71106.84,0.053,3,3.56,0,0,0.9679802955665024,3768.66252
PO585,Supplier_22,China,Electronics,13-01-2026,02-02-2026,02-02-2026,171,155,36.1,6173.1,0.028,1,4.83,0,0,0.9064327485380117,172.8468
PO586,Supplier_39,India,Mechanical,28-05-2025,07-06-2025,07-06-2025,374,370,184.93,69163.82,0.035,0,3.93,0,0,0.9893048128342246,2420.7337000000007
PO587,Supplier_9,France,Mechanical,31-08-2025,29-09-2025,29-09-2025,314,304,183.85,57728.9,0.084,1,2.92,0,0,0.9681528662420382,4849.2276
PO588,Supplier_38,China,Mechanical,16-02-2026,21-02-2026,21-02-2026,376,376,54.05,20322.8,0.071,3,3.78,0,0,1,1442.9188
PO589,Supplier_18,China,Raw Material,03-12-2025,08-12-2025,10-12-2025,155,147,152.38,23618.9,0.092,1,2.63,2,0,0.9483870967741935,2172.9388
PO590,Supplier_42,Germany,Electronics,22-10-2025,19-11-2025,19-11-2025,231,219,150.43,34749.33,0.069,4,3.77,0,0,0.948051948,2397.7037700000005
PO591,Supplier_15,India,Raw Material,22-12-2025,17-01-2026,18-01-2026,335,310,111.64,37399.4,0.004,1,4.97,1,0,0.9253731343283582,149.5976
PO592,Supplier_40,India,Electronics,17-09-2025,25-09-2025,30-09-2025,354,335,173.96,61581.84,0.027,1,3.36,5,1,0.9463276836158192,1662.70968
PO593,Supplier_47,Poland,Mechanical,23-02-2026,18-03-2026,19-03-2026,247,228,167.23,41305.81,0,0,4.88,1,0,0.9230769230769231,0
PO594,Supplier_49,China,Mechanical,30-11-2025,29-12-2025,05-01-2026,365,363,79.02,28842.3,0.044,2,4.76,7,1,0.9945205479452055,1269.0611999999999
PO595,Supplier_29,China,Electronics,27-02-2026,13-03-2026,13-03-2026,498,469,21.44,10677.12,0.03,0,3.29,0,0,0.9417670682730924,320.3136
PO596,Supplier_23,Germany,Raw Material,14-08-2025,01-09-2025,06-09-2025,105,83,33.53,3520.65,0.007,2,4.4,5,1,0.7904761904761904,24.644550000000002
PO597,Supplier_1,Poland,Electronics,25-06-2025,05-07-2025,08-07-2025,370,352,100.54,37199.8,0.074,3,3.6,3,0,0.9513513513513514,2752.7852000000003
PO598,Supplier_40,India,Packaging,11-03-2026,16-03-2026,18-03-2026,123,113,12.73,1565.79,0.08,3,4.01,2,0,0.9186991869918699,125.2632
PO599,Supplier_44,India,Mechanical,21-01-2026,07-02-2026,09-02-2026,255,242,94.64,24133.2,0.059,1,2.92,2,0,0.9490196078431372,1423.8588
PO600,Supplier_17,France,Packaging,20-11-2025,30-11-2025,05-12-2025,337,329,132.65,44703.05,0.016,4,3.5,5,1,0.9762611275964391,715.2488000000001
PO601,Supplier_19,India,Mechanical,22-05-2025,08-06-2025,08-06-2025,328,306,62.06,20355.68,0.096,3,4.92,0,0,0.9329268292682927,1954.14528
PO602,Supplier_33,Poland,Electronics,24-07-2025,20-08-2025,21-08-2025,234,230,36.83,8618.22,0.076,0,3.77,1,0,0.9829059829059829,654.9847199999999
PO603,Supplier_38,France,Mechanical,25-01-2026,01-02-2026,08-02-2026,116,94,130.32,15117.12,0.045,0,4.79,7,1,0.8103448275862069,680.2704
PO604,Supplier_3,India,Packaging,20-09-2025,12-10-2025,13-10-2025,440,432,73.61,32388.4,0.031,1,2.87,1,0,0.9818181818181818,1004.0404000000001
PO605,Supplier_34,Poland,Electronics,26-11-2025,17-12-2025,17-12-2025,123,105,55.12,6779.759999999999,0.03,3,4,0,0,0.8536585365853658,203.39279999999997
PO606,Supplier_41,China,Packaging,15-10-2025,05-11-2025,10-11-2025,236,219,99.78,23548.08,0.038,1,4.71,5,1,0.9279661016949152,894.82704
PO607,Supplier_15,Germany,Raw Material,05-01-2026,31-01-2026,07-02-2026,252,243,147.8,37245.600000000006,0.036,4,3.47,7,1,0.9642857142857143,1340.8416000000002
PO608,Supplier_45,Germany,Electronics,14-04-2026,12-05-2026,15-05-2026,362,361,85.48,30943.76,0.025,0,3.36,3,0,0.9972375690607734,773.594
PO609,Supplier_17,France,Mechanical,02-10-2025,22-10-2025,27-10-2025,217,192,150.9,32745.300000000003,0.055,4,3.88,5,1,0.8847926267281107,1800.9915
PO610,Supplier_45,Germany,Mechanical,03-08-2025,17-08-2025,19-08-2025,150,138,72.29,10843.500000000002,0.037,0,2.79,2,0,0.92,401.20950000000005
PO611,Supplier_4,India,Raw Material,22-11-2025,16-12-2025,23-12-2025,156,145,19.43,3031.08,0.026,3,3.07,7,1,0.9294871794871795,78.80807999999999
PO612,Supplier_19,India,Packaging,29-01-2026,27-02-2026,27-02-2026,203,190,192.69,39116.07,0.044,4,2.98,0,0,0.9359605911330049,1721.10708
PO613,Supplier_33,India,Raw Material,08-12-2025,29-12-2025,31-12-2025,466,455,164.24,76535.84000000001,0.034,2,4.49,2,0,0.9763948497854077,2602.2185600000007
PO614,Supplier_26,China,Packaging,14-11-2025,08-12-2025,10-12-2025,422,401,128.41,54189.02,0.074,4,4.36,2,0,0.9502369668246445,4009.98748
PO615,Supplier_1,Germany,Electronics,16-01-2026,30-01-2026,04-02-2026,193,168,120.85,23324.05,0.046,3,2.97,5,1,0.8704663212435233,1072.9062999999999
PO616,Supplier_41,China,Mechanical,06-03-2026,24-03-2026,31-03-2026,210,185,15.1,3171,0.038,2,4.92,7,1,0.8809523809523809,120.49799999999999
PO617,Supplier_26,China,Mechanical,15-07-2025,02-08-2025,04-08-2025,335,319,180.61,60504.350000000006,0.053,4,4.05,2,0,0.9522388059701492,3206.73055
PO618,Supplier_34,Poland,Mechanical,01-10-2025,26-10-2025,28-10-2025,353,350,20.22,7137.66,0.002,4,4.16,2,0,0.9915014164305949,14.27532
PO619,Supplier_48,Poland,Mechanical,25-08-2025,18-09-2025,20-09-2025,236,223,124.05,29275.8,0.073,1,4.64,2,0,0.9449152542372882,2137.1333999999997
PO620,Supplier_14,China,Mechanical,25-01-2026,10-02-2026,13-02-2026,287,282,104.48,29985.76,0.018,1,3.32,3,0,0.9825783972125436,539.7436799999999
PO621,Supplier_30,France,Raw Material,29-05-2025,10-06-2025,17-06-2025,97,79,74.6,7236.2,0.087,2,2.71,7,1,0.8144329896907216,629.5494
PO622,Supplier_7,China,Electronics,03-07-2025,18-07-2025,25-07-2025,241,239,41.44,9987.04,0.071,4,2.8,7,1,0.991701245,709.07984
PO623,Supplier_3,France,Mechanical,08-10-2025,29-10-2025,29-10-2025,454,447,71.19,32320.26,0.056,1,4.17,0,0,0.9845814977973568,1809.93456
PO624,Supplier_35,India,Packaging,23-07-2025,02-08-2025,04-08-2025,168,155,111.12,18668.16,0.082,0,2.8,2,0,0.9226190476190477,1530.7891200000001
PO625,Supplier_31,China,Electronics,14-06-2025,30-06-2025,07-07-2025,53,44,41.59,2204.27,0.038,0,4.92,7,1,0.8301886792452831,83.76226
PO626,Supplier_5,China,Mechanical,26-10-2025,11-11-2025,11-11-2025,379,378,44.92,17024.68,0.033,2,4.06,0,0,0.9973614775725593,561.81444
PO627,Supplier_12,Germany,Mechanical,19-04-2025,01-05-2025,01-05-2025,188,161,108.67,20429.96,0.02,3,3.14,0,0,0.8563829787234043,408.5992
PO628,Supplier_36,France,Mechanical,04-04-2026,20-04-2026,23-04-2026,63,48,93.17,5869.71,0.028,4,2.84,3,0,0.7619047619047619,164.35188
PO629,Supplier_30,Poland,Packaging,13-04-2026,10-05-2026,17-05-2026,442,442,147.69,65278.98,0.084,4,3.69,7,1,1,5483.43432
PO630,Supplier_44,India,Raw Material,14-04-2026,24-04-2026,24-04-2026,100,83,21.99,2199,0.032,4,3.8,0,0,0.83,70.368
PO631,Supplier_21,Germany,Mechanical,24-04-2025,05-05-2025,05-05-2025,492,475,24.23,11921.16,0.011,3,3.1,0,0,0.9654471544715447,131.13276
PO632,Supplier_27,India,Mechanical,12-08-2025,10-09-2025,12-09-2025,475,466,119.59,56805.25,0.012,1,3.51,2,0,0.9810526315789474,681.663
PO633,Supplier_40,France,Raw Material,30-01-2026,10-02-2026,10-02-2026,262,261,59.86,15683.32,0.042,1,4.04,0,0,0.9961832061068703,658.69944
PO634,Supplier_50,France,Mechanical,24-02-2026,18-03-2026,23-03-2026,303,280,127.27,38562.81,0.088,4,2.75,5,1,0.9240924092409241,3393.52728
PO635,Supplier_49,China,Mechanical,05-07-2025,13-07-2025,13-07-2025,480,468,143.16,68716.8,0.029,2,4.21,0,0,0.975,1992.7872000000002
PO636,Supplier_30,China,Mechanical,10-04-2026,07-05-2026,08-05-2026,359,344,70.43,25284.370000000003,0.092,4,2.78,1,0,0.95821727,2326.16204
PO637,Supplier_18,Germany,Packaging,05-07-2025,14-07-2025,14-07-2025,463,442,57.45,26599.35,0.034,1,3.79,0,0,0.9546436285097192,904.3779000000001
PO638,Supplier_12,India,Raw Material,05-11-2025,21-11-2025,23-11-2025,131,119,173.53,22732.43,0.069,4,3.49,2,0,0.9083969465648855,1568.5376700000002
PO639,Supplier_26,Poland,Packaging,05-04-2026,02-05-2026,07-05-2026,237,229,87.22,20671.14,0.088,4,2.98,5,1,0.9662447257383966,1819.0603199999998
PO640,Supplier_13,Germany,Electronics,22-07-2025,09-08-2025,09-08-2025,192,183,100.5,19296,0.067,3,4.19,0,0,0.953125,1292.832
PO641,Supplier_15,Poland,Electronics,18-07-2025,28-07-2025,28-07-2025,437,427,142.2,62141.4,0.094,4,3.63,0,0,0.977116705,5841.2916000000005
PO642,Supplier_45,France,Electronics,09-09-2025,20-09-2025,23-09-2025,200,174,48.67,9734,0.077,3,4.6,3,0,0.87,749.518
PO643,Supplier_31,France,Mechanical,22-02-2026,23-03-2026,25-03-2026,445,420,165.16,73496.2,0.089,3,3.76,2,0,0.9438202247191011,6541.1618
PO644,Supplier_5,Poland,Mechanical,25-10-2025,22-11-2025,23-11-2025,246,245,187.72,46179.12,0.075,1,3.72,1,0,0.9959349593495935,3463.434
PO645,Supplier_14,China,Mechanical,02-04-2026,12-04-2026,14-04-2026,230,230,50.88,11702.4,0.063,4,4.82,2,0,1,737.2511999999999
PO646,Supplier_10,China,Electronics,19-09-2025,08-10-2025,13-10-2025,448,444,85.83,38451.84,0.024,1,3.26,5,1,0.9910714285714286,922.84416
PO647,Supplier_4,India,Packaging,23-08-2025,04-09-2025,06-09-2025,330,308,81.67,26951.1,0.08,2,4.1,2,0,0.9333333333333333,2156.0879999999997
PO648,Supplier_18,China,Raw Material,22-12-2025,20-01-2026,27-01-2026,275,267,122.68,33737,0.049,4,3.11,7,1,0.9709090909090909,1653.113
PO649,Supplier_28,India,Packaging,13-06-2025,29-06-2025,01-07-2025,118,117,100.12,11814.16,0.017,1,2.8,2,0,0.9915254237288136,200.84072
PO650,Supplier_27,China,Mechanical,02-03-2026,16-03-2026,21-03-2026,472,447,123.58,58329.76,0.066,3,4.25,5,1,0.9470338983050848,3849.76416
PO651,Supplier_9,Poland,Raw Material,08-02-2026,07-03-2026,07-03-2026,98,75,34.9,3420.2,0.08,2,3.79,0,0,0.7653061224489796,273.616
PO652,Supplier_24,Germany,Packaging,01-02-2026,21-02-2026,21-02-2026,416,404,174.23,72479.68,0.046,3,3.69,0,0,0.9711538461538461,3334.06528
PO653,Supplier_3,Germany,Mechanical,07-04-2026,29-04-2026,29-04-2026,291,269,91.1,26510.1,0.011,4,3.54,0,0,0.9243986254295533,291.61109999999996
PO654,Supplier_31,Poland,Raw Material,05-05-2025,01-06-2025,06-06-2025,486,467,20.38,9904.68,0.097,4,3.5,5,1,0.9609053497942387,960.75396
